MemberId,Type,Name,Signature,StartLine,EndLine,LineCount,SuggestedFile,Confidence,Reason
Method|ClearManagerCachesForVersionUpdateAsync()|L693,Method,ClearManagerCachesForVersionUpdateAsync,ClearManagerCachesForVersionUpdateAsync(),693,717,25,MainWindow.Startup.cs,High,"Window loading, migration, and startup cache preparation."
Method|CheckAndPromptMigrationAsync()|L719,Method,CheckAndPromptMigrationAsync,CheckAndPromptMigrationAsync(),719,751,33,MainWindow.Startup.cs,High,"Window loading, migration, and startup cache preparation."
Method|PerformMigrationAsync()|L753,Method,PerformMigrationAsync,PerformMigrationAsync(),753,816,64,MainWindow.Startup.cs,High,"Window loading, migration, and startup cache preparation."
Method|TryShowModUsagePromptAsync()|L818,Method,TryShowModUsagePromptAsync,TryShowModUsagePromptAsync(),818,863,46,MainWindow.ModUsage.cs,High,Mod-usage prompt preparation and dialog workflow.
Method|PrepareModUsagePromptData()|L865,Method,PrepareModUsagePromptData,PrepareModUsagePromptData(),865,953,89,MainWindow.ModUsage.cs,High,Mod-usage prompt preparation and dialog workflow.
Method|UpdateModUsagePromptIndicator(bool)|L955,Method,UpdateModUsagePromptIndicator,UpdateModUsagePromptIndicator(bool),955,960,6,MainWindow.ModUsage.cs,High,Mod-usage prompt preparation and dialog workflow.
Method|ShowModUsagePromptDialogAsync()|L962,Method,ShowModUsagePromptDialogAsync,ShowModUsagePromptDialogAsync(),962,1086,125,MainWindow.ModUsage.cs,High,Mod-usage prompt preparation and dialog workflow.
"Method|EnsureInstalledModsCachedAsync(MainViewModel,bool)|L1088",Method,EnsureInstalledModsCachedAsync,"EnsureInstalledModsCachedAsync(MainViewModel,bool)",1088,1105,18,MainWindow.Startup.cs,High,Startup cache completion and window closing lifecycle.
"Method|MainWindow_OnClosing(object?,CancelEventArgs)|L1107",Method,MainWindow_OnClosing,"MainWindow_OnClosing(object?,CancelEventArgs)",1107,1150,44,MainWindow.Startup.cs,High,Startup cache completion and window closing lifecycle.
"Method|RootGrid_OnSizeChanged(object,SizeChangedEventArgs)|L1152",Method,RootGrid_OnSizeChanged,"RootGrid_OnSizeChanged(object,SizeChangedEventArgs)",1152,1157,6,MainWindow.ModInfoPanel.cs,High,Draggable mod-information panel layout and bounds.
"Method|ModInfoBorder_OnMouseLeftButtonDown(object,MouseButtonEventArgs)|L1163",Method,ModInfoBorder_OnMouseLeftButtonDown,"ModInfoBorder_OnMouseLeftButtonDown(object,MouseButtonEventArgs)",1163,1173,11,MainWindow.ModInfoPanel.cs,High,Draggable mod-information panel layout and bounds.
"Method|ModInfoBorder_OnMouseMove(object,MouseEventArgs)|L1175",Method,ModInfoBorder_OnMouseMove,"ModInfoBorder_OnMouseMove(object,MouseEventArgs)",1175,1185,11,MainWindow.ModInfoPanel.cs,High,Draggable mod-information panel layout and bounds.
"Method|ModInfoBorder_OnMouseLeftButtonUp(object,MouseButtonEventArgs)|L1187",Method,ModInfoBorder_OnMouseLeftButtonUp,"ModInfoBorder_OnMouseLeftButtonUp(object,MouseButtonEventArgs)",1187,1195,9,MainWindow.ModInfoPanel.cs,High,Draggable mod-information panel layout and bounds.
"Method|ModInfoBorder_OnLostMouseCapture(object,MouseEventArgs)|L1197",Method,ModInfoBorder_OnLostMouseCapture,"ModInfoBorder_OnLostMouseCapture(object,MouseEventArgs)",1197,1203,7,MainWindow.ModInfoPanel.cs,High,Draggable mod-information panel layout and bounds.
Method|ApplyStoredModInfoPanelPosition()|L1205,Method,ApplyStoredModInfoPanelPosition,ApplyStoredModInfoPanelPosition(),1205,1215,11,MainWindow.ModInfoPanel.cs,High,Draggable mod-information panel layout and bounds.
Method|EnsureModInfoPanelWithinBounds(bool)|L1217,Method,EnsureModInfoPanelWithinBounds,EnsureModInfoPanelWithinBounds(bool),1217,1229,13,MainWindow.ModInfoPanel.cs,High,Draggable mod-information panel layout and bounds.
"Method|SetModInfoPanelPosition(double,double,bool)|L1231",Method,SetModInfoPanelPosition,"SetModInfoPanelPosition(double,double,bool)",1231,1260,30,MainWindow.ModInfoPanel.cs,High,Draggable mod-information panel layout and bounds.
Method|ComputeDefaultModInfoPanelLeft()|L1262,Method,ComputeDefaultModInfoPanelLeft,ComputeDefaultModInfoPanelLeft(),1262,1284,23,MainWindow.ModInfoPanel.cs,High,Draggable mod-information panel layout and bounds.
Method|GetModInfoPanelWidth()|L1286,Method,GetModInfoPanelWidth,GetModInfoPanelWidth(),1286,1294,9,MainWindow.ModInfoPanel.cs,High,Draggable mod-information panel layout and bounds.
Method|GetModInfoPanelHeight()|L1296,Method,GetModInfoPanelHeight,GetModInfoPanelHeight(),1296,1304,9,MainWindow.ModInfoPanel.cs,High,Draggable mod-information panel layout and bounds.
Method|IsModInfoDragInitiationBlocked(DependencyObject?)|L1306,Method,IsModInfoDragInitiationBlocked,IsModInfoDragInitiationBlocked(DependencyObject?),1306,1319,14,MainWindow.ModInfoPanel.cs,High,Draggable mod-information panel layout and bounds.
"Method|DisableAutoRefreshMenuItem_OnClick(object,RoutedEventArgs)|L1325",Method,DisableAutoRefreshMenuItem_OnClick,"DisableAutoRefreshMenuItem_OnClick(object,RoutedEventArgs)",1325,1355,31,MainWindow.Settings.cs,High,Application behavior settings toggles.
"Method|AutomaticDataBackupsMenuItem_OnClick(object,RoutedEventArgs)|L1357",Method,AutomaticDataBackupsMenuItem_OnClick,"AutomaticDataBackupsMenuItem_OnClick(object,RoutedEventArgs)",1357,1390,34,MainWindow.Settings.cs,High,Application behavior settings toggles.
"Method|DisableInternetAccessMenuItem_OnClick(object,RoutedEventArgs)|L1392",Method,DisableInternetAccessMenuItem_OnClick,"DisableInternetAccessMenuItem_OnClick(object,RoutedEventArgs)",1392,1401,10,MainWindow.Settings.cs,High,Application behavior settings toggles.
"Method|ThemeMenuItem_OnClick(object,RoutedEventArgs)|L1403",Method,ThemeMenuItem_OnClick,"ThemeMenuItem_OnClick(object,RoutedEventArgs)",1403,1435,33,MainWindow.Appearance.cs,High,Theme selection and custom theme editing.
"Method|EditThemeMenuItem_OnClick(object,RoutedEventArgs)|L1437",Method,EditThemeMenuItem_OnClick,"EditThemeMenuItem_OnClick(object,RoutedEventArgs)",1437,1440,4,MainWindow.Appearance.cs,High,Theme selection and custom theme editing.
"Method|UpdateThemeMenuSelection(ColorTheme,string?)|L1442",Method,UpdateThemeMenuSelection,"UpdateThemeMenuSelection(ColorTheme,string?)",1442,1459,18,MainWindow.Appearance.cs,High,Theme selection and custom theme editing.
Method|GenerateSurprisePalette()|L1461,Method,GenerateSurprisePalette,GenerateSurprisePalette(),1461,1469,9,MainWindow.Appearance.cs,High,Theme selection and custom theme editing.
Method|GenerateRandomColor(string)|L1471,Method,GenerateRandomColor,GenerateRandomColor(string),1471,1486,16,MainWindow.Appearance.cs,High,Theme selection and custom theme editing.
Method|RefreshCustomThemeMenuItems()|L1488,Method,RefreshCustomThemeMenuItems,RefreshCustomThemeMenuItems(),1488,1536,49,MainWindow.Appearance.cs,High,Theme selection and custom theme editing.
Method|ShowCustomThemeEditor()|L1538,Method,ShowCustomThemeEditor,ShowCustomThemeEditor(),1538,1560,23,MainWindow.Appearance.cs,High,Theme selection and custom theme editing.
"Method|AlwaysClearModlistsMenuItem_OnClick(object,RoutedEventArgs)|L1562",Method,AlwaysClearModlistsMenuItem_OnClick,"AlwaysClearModlistsMenuItem_OnClick(object,RoutedEventArgs)",1562,1568,7,MainWindow.Settings.cs,High,Modlist loading preferences and game-version UI setting.
"Method|AlwaysAddModlistsMenuItem_OnClick(object,RoutedEventArgs)|L1570",Method,AlwaysAddModlistsMenuItem_OnClick,"AlwaysAddModlistsMenuItem_OnClick(object,RoutedEventArgs)",1570,1576,7,MainWindow.Settings.cs,High,Modlist loading preferences and game-version UI setting.
"Method|HandleModlistAutoLoadMenuClick(object,ModlistAutoLoadBehavior,ModlistAutoLoadBehavior)|L1578",Method,HandleModlistAutoLoadMenuClick,"HandleModlistAutoLoadMenuClick(object,ModlistAutoLoadBehavior,ModlistAutoLoadBehavior)",1578,1585,8,MainWindow.Settings.cs,High,Modlist loading preferences and game-version UI setting.
Method|SetModlistAutoLoadBehavior(ModlistAutoLoadBehavior)|L1587,Method,SetModlistAutoLoadBehavior,SetModlistAutoLoadBehavior(ModlistAutoLoadBehavior),1587,1591,5,MainWindow.Settings.cs,High,Modlist loading preferences and game-version UI setting.
Method|UpdateModlistAutoLoadMenu(ModlistAutoLoadBehavior)|L1593,Method,UpdateModlistAutoLoadMenu,UpdateModlistAutoLoadMenu(ModlistAutoLoadBehavior),1593,1600,8,MainWindow.Settings.cs,High,Modlist loading preferences and game-version UI setting.
Method|UpdateGameVersionMenuItem(string?)|L1602,Method,UpdateGameVersionMenuItem,UpdateGameVersionMenuItem(string?),1602,1614,13,MainWindow.Settings.cs,High,Modlist loading preferences and game-version UI setting.
Method|ApplyStoredWindowDimensions()|L1616,Method,ApplyStoredWindowDimensions,ApplyStoredWindowDimensions(),1616,1637,22,MainWindow.WindowState.cs,High,Window dimensions and screen-position persistence.
"Method|IsWindowPositionOnScreen(double,double)|L1639",Method,IsWindowPositionOnScreen,"IsWindowPositionOnScreen(double,double)",1639,1652,14,MainWindow.WindowState.cs,High,Window dimensions and screen-position persistence.
Method|SaveWindowDimensions()|L1654,Method,SaveWindowDimensions,SaveWindowDimensions(),1654,1664,11,MainWindow.Identity.cs,High,Uploader/player identity UI and cloud-store propagation.
Method|SetUsernameDisplay(string?)|L1666,Method,SetUsernameDisplay,SetUsernameDisplay(string?),1666,1671,6,MainWindow.Identity.cs,High,Uploader/player identity UI and cloud-store propagation.
Method|ResolveUploaderName(string?)|L1673,Method,ResolveUploaderName,ResolveUploaderName(string?),1673,1699,27,MainWindow.Identity.cs,High,Uploader/player identity UI and cloud-store propagation.
Method|ApplyPlayerIdentityToUiAndCloudStore()|L1701,Method,ApplyPlayerIdentityToUiAndCloudStore,ApplyPlayerIdentityToUiAndCloudStore(),1701,1706,6,MainWindow.Identity.cs,High,Uploader/player identity UI and cloud-store propagation.
Method|ApplyPlayerIdentityToCloudStore(FirebaseModlistStore?)|L1708,Method,ApplyPlayerIdentityToCloudStore,ApplyPlayerIdentityToCloudStore(FirebaseModlistStore?),1708,1713,6,MainWindow.Identity.cs,High,Uploader/player identity UI and cloud-store propagation.
Method|SaveUploaderName()|L1715,Method,SaveUploaderName,SaveUploaderName(),1715,1721,7,MainWindow.Identity.cs,High,Uploader/player identity UI and cloud-store propagation.
"Method|EnableServerOptionsMenuItem_OnClick(object,RoutedEventArgs)|L1723",Method,EnableServerOptionsMenuItem_OnClick,"EnableServerOptionsMenuItem_OnClick(object,RoutedEventArgs)",1723,1730,8,MainWindow.Identity.cs,High,Uploader/player identity UI and cloud-store propagation.
"Method|UseFasterThumbnailsMenuItem_OnClick(object,RoutedEventArgs)|L1732",Method,UseFasterThumbnailsMenuItem_OnClick,"UseFasterThumbnailsMenuItem_OnClick(object,RoutedEventArgs)",1732,1738,7,MainWindow.Logging.cs,High,Logging settings and trace-listener initialization.
"Method|DisableHoverEffectsMenuItem_OnClick(object,RoutedEventArgs)|L1740",Method,DisableHoverEffectsMenuItem_OnClick,"DisableHoverEffectsMenuItem_OnClick(object,RoutedEventArgs)",1740,1751,12,MainWindow.Logging.cs,High,Logging settings and trace-listener initialization.
"Method|LogModUpdateMenuItem_OnClick(object,RoutedEventArgs)|L1753",Method,LogModUpdateMenuItem_OnClick,"LogModUpdateMenuItem_OnClick(object,RoutedEventArgs)",1753,1759,7,MainWindow.Logging.cs,High,Logging settings and trace-listener initialization.
"Method|LogModInstallMenuItem_OnClick(object,RoutedEventArgs)|L1761",Method,LogModInstallMenuItem_OnClick,"LogModInstallMenuItem_OnClick(object,RoutedEventArgs)",1761,1767,7,MainWindow.Logging.cs,High,Logging settings and trace-listener initialization.
"Method|LogModDeletionMenuItem_OnClick(object,RoutedEventArgs)|L1769",Method,LogModDeletionMenuItem_OnClick,"LogModDeletionMenuItem_OnClick(object,RoutedEventArgs)",1769,1775,7,MainWindow.Logging.cs,High,Logging settings and trace-listener initialization.
"Method|LogAppLifecycleMenuItem_OnClick(object,RoutedEventArgs)|L1777",Method,LogAppLifecycleMenuItem_OnClick,"LogAppLifecycleMenuItem_OnClick(object,RoutedEventArgs)",1777,1783,7,MainWindow.Logging.cs,High,Logging settings and trace-listener initialization.
"Method|LogErrorsAndExceptionsMenuItem_OnClick(object,RoutedEventArgs)|L1785",Method,LogErrorsAndExceptionsMenuItem_OnClick,"LogErrorsAndExceptionsMenuItem_OnClick(object,RoutedEventArgs)",1785,1792,8,MainWindow.Logging.cs,High,Logging settings and trace-listener initialization.
Method|InitializeTraceListener()|L1794,Method,InitializeTraceListener,InitializeTraceListener(),1794,1811,18,MainWindow.Logging.cs,High,Logging settings and trace-listener initialization.
Method|UpdateLoggingMenuState()|L1813,Method,UpdateLoggingMenuState,UpdateLoggingMenuState(),1813,1825,13,MainWindow.Logging.cs,High,Logging menu-state synchronization.
"Method|GenerateServerInstallMacroMenuItem_OnClick(object,RoutedEventArgs)|L1827",Method,GenerateServerInstallMacroMenuItem_OnClick,"GenerateServerInstallMacroMenuItem_OnClick(object,RoutedEventArgs)",1827,1976,150,MainWindow.ServerSync.cs,High,Server installation macro generation.
"Method|CacheAllVersionsMenuItem_OnClick(object,RoutedEventArgs)|L1978",Method,CacheAllVersionsMenuItem_OnClick,"CacheAllVersionsMenuItem_OnClick(object,RoutedEventArgs)",1978,1984,7,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
"Method|RequireExactVsVersionMenuItem_OnClick(object,RoutedEventArgs)|L1986",Method,RequireExactVsVersionMenuItem_OnClick,"RequireExactVsVersionMenuItem_OnClick(object,RoutedEventArgs)",1986,1992,7,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
"Method|ExperimentalModDebuggingMenuItem_OnClick(object,RoutedEventArgs)|L1994",Method,ExperimentalModDebuggingMenuItem_OnClick,"ExperimentalModDebuggingMenuItem_OnClick(object,RoutedEventArgs)",1994,2060,67,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
"Method|ExperimentalAllModsDebuggingMenuItem_OnClick(object,RoutedEventArgs)|L2062",Method,ExperimentalAllModsDebuggingMenuItem_OnClick,"ExperimentalAllModsDebuggingMenuItem_OnClick(object,RoutedEventArgs)",2062,2155,94,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
"Method|CollectExperimentalModDebugLines(string,string)|L2157",Method,CollectExperimentalModDebugLines,"CollectExperimentalModDebugLines(string,string)",2157,2165,9,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
"Method|CollectInstalledModDebugLines(string,IReadOnlyList<InstalledModLogIdentifier>)|L2167",Method,CollectInstalledModDebugLines,"CollectInstalledModDebugLines(string,IReadOnlyList<InstalledModLogIdentifier>)",2167,2178,12,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
Method|GetExperimentalModDebugFilePaths(string)|L2180,Method,GetExperimentalModDebugFilePaths,GetExperimentalModDebugFilePaths(string),2180,2211,32,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
"Method|AppendExperimentalModDebugLines(List<ExperimentalModDebugLogLine>,string,string)|L2213",Method,AppendExperimentalModDebugLines,"AppendExperimentalModDebugLines(List<ExperimentalModDebugLogLine>,string,string)",2213,2239,27,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
"Method|AppendInstalledModDebugLines(List<ExperimentalModDebugLogLine>,string,IReadOnlyList<InstalledModLogIdentifier>)|L2241",Method,AppendInstalledModDebugLines,"AppendInstalledModDebugLines(List<ExperimentalModDebugLogLine>,string,IReadOnlyList<InstalledModLogIdentifier>)",2241,2272,32,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
"Method|AppendExperimentalModDebugFileSection(List<ExperimentalModDebugLogLine>,string,List<string>)|L2274",Method,AppendExperimentalModDebugFileSection,"AppendExperimentalModDebugFileSection(List<ExperimentalModDebugLogLine>,string,List<string>)",2274,2286,13,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
"Method|AppendExperimentalModDebugFileSectionWithModId(List<ExperimentalModDebugLogLine>,string,string,List<(string Line, int LineNumber)>,string)|L2288",Method,AppendExperimentalModDebugFileSectionWithModId,"AppendExperimentalModDebugFileSectionWithModId(List<ExperimentalModDebugLogLine>,string,string,List<(string Line, int LineNumber)>,string)",2288,2304,17,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
"Method|AppendExperimentalModDebugFileSectionWithMods(List<ExperimentalModDebugLogLine>,string,string,List<(string Line, string ModName, int LineNumber)>)|L2306",Method,AppendExperimentalModDebugFileSectionWithMods,"AppendExperimentalModDebugFileSectionWithMods(List<ExperimentalModDebugLogLine>,string,string,List<(string Line, string ModName, int LineNumber)>)",2306,2321,16,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
Method|ShouldIgnoreExperimentalModDebugLine(string)|L2323,Method,ShouldIgnoreExperimentalModDebugLine,ShouldIgnoreExperimentalModDebugLine(string),2323,2330,8,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
Method|SummarizePatchMissingLines(List<string>)|L2332,Method,SummarizePatchMissingLines,SummarizePatchMissingLines(List<string>),2332,2386,55,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
"Method|SummarizePatchMissingLinesWithLineNumbers(List<(string Line, int LineNumber)>)|L2388",Method,SummarizePatchMissingLinesWithLineNumbers,"SummarizePatchMissingLinesWithLineNumbers(List<(string Line, int LineNumber)>)",2388,2446,59,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
"Method|AddOrIncrementSummary(List<string>,Dictionary<string, (int Index, int HiddenCount)>,string,string)|L2448",Method,AddOrIncrementSummary,"AddOrIncrementSummary(List<string>,Dictionary<string, (int Index, int HiddenCount)>,string,string)",2448,2463,16,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
"Method|AddOrIncrementSummaryWithLineNumber(List<(string Line, int LineNumber)>,Dictionary<string, (int Index, int HiddenCount)>,string,int,string)|L2465",Method,AddOrIncrementSummaryWithLineNumber,"AddOrIncrementSummaryWithLineNumber(List<(string Line, int LineNumber)>,Dictionary<string, (int Index, int HiddenCount)>,string,int,string)",2465,2481,17,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
"Method|SummarizePatchMissingLinesWithModAndLineNumbers(List<(string Line, string ModName, int LineNumber)>)|L2483",Method,SummarizePatchMissingLinesWithModAndLineNumbers,"SummarizePatchMissingLinesWithModAndLineNumbers(List<(string Line, string ModName, int LineNumber)>)",2483,2543,61,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
"Method|AddOrIncrementSummaryWithModAndLineNumber(List<(string Line, string ModName, int LineNumber)>,Dictionary<string, (int Index, int HiddenCount)>,string,string,int,string)|L2545",Method,AddOrIncrementSummaryWithModAndLineNumber,"AddOrIncrementSummaryWithModAndLineNumber(List<(string Line, string ModName, int LineNumber)>,Dictionary<string, (int Index, int HiddenCount)>,string,string,int,string)",2545,2562,18,MainWindow.Debugging.cs,High,Version cache options and experimental log/debug analysis.
Method|InitializeViewModel()|L2568,Method,InitializeViewModel,InitializeViewModel(),2568,2593,26,MainWindow.ModBrowser.cs,High,"Mod browser initialization, watcher synchronization, installs, and votes."
Method|InitializeModBrowserView()|L2595,Method,InitializeModBrowserView,InitializeModBrowserView(),2595,2620,26,MainWindow.ModBrowser.cs,High,"Mod browser initialization, watcher synchronization, installs, and votes."
Method|InitializeVotesCacheWatcher()|L2622,Method,InitializeVotesCacheWatcher,InitializeVotesCacheWatcher(),2622,2636,15,MainWindow.ModBrowser.cs,High,"Mod browser initialization, watcher synchronization, installs, and votes."
"Method|OnVotesCacheChanged(object?,EventArgs)|L2638",Method,OnVotesCacheChanged,"OnVotesCacheChanged(object?,EventArgs)",2638,2657,20,MainWindow.ModBrowser.cs,High,"Mod browser initialization, watcher synchronization, installs, and votes."
Method|SubscribeModBrowserToDirectoryWatcher()|L2659,Method,SubscribeModBrowserToDirectoryWatcher,SubscribeModBrowserToDirectoryWatcher(),2659,2665,7,MainWindow.ModBrowser.cs,High,"Mod browser initialization, watcher synchronization, installs, and votes."
Method|UnsubscribeModBrowserFromDirectoryWatcher()|L2667,Method,UnsubscribeModBrowserFromDirectoryWatcher,UnsubscribeModBrowserFromDirectoryWatcher(),2667,2673,7,MainWindow.ModBrowser.cs,High,"Mod browser initialization, watcher synchronization, installs, and votes."
"Method|ModsWatcherOnChangesDetected(object?,EventArgs)|L2675",Method,ModsWatcherOnChangesDetected,"ModsWatcherOnChangesDetected(object?,EventArgs)",2675,2691,17,MainWindow.ModBrowser.cs,High,"Mod browser initialization, watcher synchronization, installs, and votes."
Method|SyncInstalledModsToModBrowser()|L2693,Method,SyncInstalledModsToModBrowser,SyncInstalledModsToModBrowser(),2693,2714,22,MainWindow.ModBrowser.cs,High,"Mod browser initialization, watcher synchronization, installs, and votes."
Method|AddModToInstalledAndRemoveFromSearch(int)|L2716,Method,AddModToInstalledAndRemoveFromSearch,AddModToInstalledAndRemoveFromSearch(int),2716,2734,19,MainWindow.ModBrowser.cs,High,"Mod browser initialization, watcher synchronization, installs, and votes."
Method|InstallModFromBrowserAsync(DownloadableMod)|L2736,Method,InstallModFromBrowserAsync,InstallModFromBrowserAsync(DownloadableMod),2736,2842,107,MainWindow.ModBrowser.cs,High,"Mod browser initialization, watcher synchronization, installs, and votes."
Method|ConvertToModListItemViewModel(DownloadableMod)|L2848,Method,ConvertToModListItemViewModel,ConvertToModListItemViewModel(DownloadableMod),2848,2914,67,MainWindow.ModBrowser.cs,High,"Mod browser initialization, watcher synchronization, installs, and votes."
Method|ConvertToModReleaseInfo(DownloadableModRelease)|L2920,Method,ConvertToModReleaseInfo,ConvertToModReleaseInfo(DownloadableModRelease),2920,2944,25,MainWindow.ModBrowser.cs,High,"Mod browser initialization, watcher synchronization, installs, and votes."
"Method|OnUserReportVoteSubmitted(object?,ModUserReportChangedEventArgs)|L2946",Method,OnUserReportVoteSubmitted,"OnUserReportVoteSubmitted(object?,ModUserReportChangedEventArgs)",2946,2961,16,MainWindow.ModBrowser.cs,High,"Mod browser initialization, watcher synchronization, installs, and votes."
"Method|ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)|L2963",Method,ViewModelOnPropertyChanged,"ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)",2963,3044,82,MainWindow.ViewModel.cs,High,Main view-model property-change handling and search visibility.
Method|UpdateSearchColumnVisibility(bool)|L3046,Method,UpdateSearchColumnVisibility,UpdateSearchColumnVisibility(bool),3046,3049,4,MainWindow.ViewModel.cs,High,Main view-model property-change handling and search visibility.
Method|HandleModlistsVisibilityChanged(bool)|L3051,Method,HandleModlistsVisibilityChanged,HandleModlistsVisibilityChanged(bool),3051,3073,23,MainWindow.Navigation.cs,High,"Tab visibility, selection, and synchronization."
"Method|MiddleTabControl_OnSelectionChanged(object,SelectionChangedEventArgs)|L3075",Method,MiddleTabControl_OnSelectionChanged,"MiddleTabControl_OnSelectionChanged(object,SelectionChangedEventArgs)",3075,3113,39,MainWindow.Navigation.cs,High,"Tab visibility, selection, and synchronization."
Method|UpdateModBrowserTabVisibilityState(bool)|L3115,Method,UpdateModBrowserTabVisibilityState,UpdateModBrowserTabVisibilityState(bool),3115,3129,15,MainWindow.Navigation.cs,High,"Tab visibility, selection, and synchronization."
Method|SyncMiddleTabControlToViewModel()|L3131,Method,SyncMiddleTabControlToViewModel,SyncMiddleTabControlToViewModel(),3131,3157,27,MainWindow.Navigation.cs,High,"Tab visibility, selection, and synchronization."
"Method|ModlistsTabControl_OnSelectionChanged(object,SelectionChangedEventArgs)|L3159",Method,ModlistsTabControl_OnSelectionChanged,"ModlistsTabControl_OnSelectionChanged(object,SelectionChangedEventArgs)",3159,3194,36,MainWindow.Navigation.cs,High,"Tab visibility, selection, and synchronization."
"Method|ModlistsTabControl_OnLoaded(object,RoutedEventArgs)|L3196",Method,ModlistsTabControl_OnLoaded,"ModlistsTabControl_OnLoaded(object,RoutedEventArgs)",3196,3199,4,MainWindow.Navigation.cs,High,"Tab visibility, selection, and synchronization."
Method|ApplyPreferredModlistsTabSelection()|L3201,Method,ApplyPreferredModlistsTabSelection,ApplyPreferredModlistsTabSelection(),3201,3211,11,MainWindow.Navigation.cs,High,"Tab visibility, selection, and synchronization."
"Method|InternetAccessManager_OnInternetAccessChanged(object?,EventArgs)|L3213",Method,InternetAccessManager_OnInternetAccessChanged,"InternetAccessManager_OnInternetAccessChanged(object?,EventArgs)",3213,3225,13,MainWindow.CloudAuth.cs,High,"Internet access, Firebase consent, auth backup, and auth cleanup."
Method|EnsureCloudModlistsConsent()|L3227,Method,EnsureCloudModlistsConsent,EnsureCloudModlistsConsent(),3227,3238,12,MainWindow.CloudAuth.cs,High,"Internet access, Firebase consent, auth backup, and auth cleanup."
Method|EnsureFirebaseAuthConsent(string)|L3240,Method,EnsureFirebaseAuthConsent,EnsureFirebaseAuthConsent(string),3240,3265,26,MainWindow.CloudAuth.cs,High,"Internet access, Firebase consent, auth backup, and auth cleanup."
Method|HasFirebaseAuthStateFile()|L3267,Method,HasFirebaseAuthStateFile,HasFirebaseAuthStateFile(),3267,3271,5,MainWindow.CloudAuth.cs,High,"Internet access, Firebase consent, auth backup, and auth cleanup."
Method|EnsureUserReportVotingConsent()|L3273,Method,EnsureUserReportVotingConsent,EnsureUserReportVotingConsent(),3273,3282,10,MainWindow.CloudAuth.cs,High,"Internet access, Firebase consent, auth backup, and auth cleanup."
Method|EnsureFirebaseAuthBackedUpIfAvailable()|L3284,Method,EnsureFirebaseAuthBackedUpIfAvailable,EnsureFirebaseAuthBackedUpIfAvailable(),3284,3316,33,MainWindow.CloudAuth.cs,High,"Internet access, Firebase consent, auth backup, and auth cleanup."
Method|DeleteFirebaseAuthFiles()|L3318,Method,DeleteFirebaseAuthFiles,DeleteFirebaseAuthFiles(),3318,3329,12,MainWindow.CloudAuth.cs,High,"Internet access, Firebase consent, auth backup, and auth cleanup."
Method|TryDeleteFirebaseAuthFile(string)|L3331,Method,TryDeleteFirebaseAuthFile,TryDeleteFirebaseAuthFile(string),3331,3344,14,MainWindow.CloudAuth.cs,High,"Internet access, Firebase consent, auth backup, and auth cleanup."
Method|UpdateSearchSortingBehavior(bool)|L3346,Method,UpdateSearchSortingBehavior,UpdateSearchSortingBehavior(bool),3346,3351,6,MainWindow.Sorting.cs,High,"Sort restoration, matching, descriptions, and column indicators."
Method|ShouldRefreshAfterDependencyResolution(string?)|L3353,Method,ShouldRefreshAfterDependencyResolution,ShouldRefreshAfterDependencyResolution(string?),3353,3357,5,MainWindow.Sorting.cs,High,"Sort restoration, matching, descriptions, and column indicators."
Method|RefreshModsAfterDependencyResolutionAsync()|L3359,Method,RefreshModsAfterDependencyResolutionAsync,RefreshModsAfterDependencyResolutionAsync(),3359,3383,25,MainWindow.Sorting.cs,High,"Sort restoration, matching, descriptions, and column indicators."
Method|ScheduleRefreshAfterModlistLoadIfReady()|L3385,Method,ScheduleRefreshAfterModlistLoadIfReady,ScheduleRefreshAfterModlistLoadIfReady(),3385,3416,32,MainWindow.Sorting.cs,High,"Sort restoration, matching, descriptions, and column indicators."
Method|RestoreSortPreference()|L3418,Method,RestoreSortPreference,RestoreSortPreference(),3418,3429,12,MainWindow.Sorting.cs,High,"Sort restoration, matching, descriptions, and column indicators."
"Method|ApplyModListSort(string,ListSortDirection,bool)|L3431",Method,ApplyModListSort,"ApplyModListSort(string,ListSortDirection,bool)",3431,3448,18,MainWindow.Sorting.cs,High,"Sort restoration, matching, descriptions, and column indicators."
